+--------------------+-----------+---------------+----------------+--------------+
|        Word        | Term Freq | Document Freq | Adjacency Freq | Keyword Freq |
|        sptl        |     1     |       1       |       1        |      1       |
|     profession     |     3     |       2       |       2        |      1       |
|       biall        |     2     |       1       |       1        |      1       |
|      academic      |     3     |       1       |       1        |      1       |
|     undertaken     |     1     |       1       |       1        |      0       |
|       staff        |     5     |       3       |       3        |      2       |
|     judgments      |     1     |       1       |       1        |      1       |
|       skills       |     3     |       1       |       1        |      0       |
|     computers      |     6     |       4       |       4        |      3       |
|     comparing      |     3     |       2       |       2        |      0       |
|     uniformly      |     1     |       1       |       1        |      0       |
|   unconditional    |     1     |       1       |       1        |      0       |
|     generated      |     4     |       4       |       4        |      0       |
|       result       |     7     |       7       |       7        |      0       |
|     multistep      |     2     |       1       |       1        |      1       |
|     polynomial     |     1     |       1       |       1        |      1       |
|    concentrate     |     1     |       1       |       1        |      0       |
|   understanding    |     2     |       2       |       2        |      0       |
|      lasting       |     1     |       1       |       1        |      0       |
|    environment     |     7     |       4       |       4        |      1       |
|      warning       |     1     |       1       |       1        |      1       |
|       medium       |     1     |       1       |       1        |      1       |
|      topology      |     3     |       2       |       2        |      1       |
|       issues       |     13    |       8       |       8        |      0       |
|        hoc         |     3     |       1       |       1        |      2       |
|    encountered     |     2     |       2       |       2        |      0       |
|      resulted      |     2     |       2       |       2        |      0       |
|      suggest       |     2     |       2       |       2        |      0       |
|       grows        |     1     |       1       |       1        |      0       |
|      degrade       |     1     |       1       |       1        |      0       |
|        date        |     2     |       2       |       2        |      0       |
|      respect       |     1     |       1       |       1        |      0       |
|    positioning     |     1     |       1       |       1        |      0       |
|     dentistry      |     1     |       1       |       1        |      0       |
| spectrophotometers |     1     |       1       |       1        |      0       |
|      americas      |     1     |       1       |       1        |      0       |
|   manufacturing    |     11    |       4       |       4        |      4       |
|      promise       |     1     |       1       |       1        |      0       |
|       layout       |     1     |       1       |       1        |      1       |
|      pagerich      |     1     |       1       |       1        |      1       |
|     innovators     |     1     |       1       |       1        |      0       |
|    combination     |     1     |       1       |       1        |      0       |
|      related       |     6     |       4       |       4        |      1       |
|        name        |     2     |       1       |       1        |      0       |
|     newspaper      |     1     |       1       |       1        |      0       |
|      markets       |     1     |       1       |       1        |      0       |
|    flexibility     |     4     |       4       |       4        |      2       |
|        iii         |     1     |       1       |       1        |      0       |
|        say         |     1     |       1       |       1        |      0       |
|     arranging      |     2     |       1       |       1        |      0       |
|        blue        |     2     |       1       |       1        |      0       |
|       coming       |     1     |       1       |       1        |      0       |
|         r          |     6     |       3       |       3        |      0       |
|         n          |     9     |       2       |       2        |      0       |
|     explaining     |     1     |       1       |       1        |      0       |
|     comprises      |     1     |       1       |       1        |      0       |
|     generally      |     4     |       3       |       3        |      0       |
|        hold        |     1     |       1       |       1        |      0       |
|     middlebox      |     2     |       1       |       1        |      1       |
|       static       |     2     |       1       |       1        |      1       |
|      allowing      |     4     |       3       |       3        |      0       |
|    surrounding     |     2     |       2       |       2        |      0       |
|      flooding      |     2     |       1       |       1        |      1       |
|     withstand      |     1     |       1       |       1        |      0       |
|     restoring      |     1     |       1       |       1        |      0       |
|      vehicles      |     1     |       1       |       1        |      1       |
|     classifier     |     1     |       1       |       1        |      0       |
|      estimate      |     1     |       1       |       1        |      0       |
|     convenient     |     1     |       1       |       1        |      0       |
|     empirical      |     1     |       1       |       1        |      0       |
|     formulated     |     1     |       1       |       1        |      0       |
|       filter       |     7     |       2       |       2        |      3       |
|    transmitting    |     1     |       1       |       1        |      0       |
|     explicitly     |     1     |       1       |       1        |      0       |
|        ihs         |     1     |       1       |       1        |      1       |
|     chromatic      |     1     |       1       |       1        |      1       |
|       purely       |     1     |       1       |       1        |      0       |
|       cielab       |     1     |       1       |       1        |      1       |
|        rgb         |     1     |       1       |       1        |      1       |
|      opponent      |     1     |       1       |       1        |      1       |
|      factory       |     1     |       1       |       1        |      0       |
|      schedule      |     3     |       1       |       1        |      0       |
|      analyses      |     1     |       1       |       1        |      0       |
|     variation      |     4     |       2       |       2        |      3       |
|    transporters    |     3     |       1       |       1        |      1       |
|       batch        |     7     |       2       |       2        |      3       |
|        rate        |     4     |       3       |       3        |      3       |
|      milling       |     4     |       1       |       1        |      3       |
|        tool        |     4     |       3       |       3        |      2       |
|     automated      |     2     |       1       |       1        |      2       |
|     exhaustive     |     2     |       1       |       1        |      1       |
|    deteriorated    |     1     |       1       |       1        |      0       |
|     obtainable     |     1     |       1       |       1        |      0       |
|        made        |     2     |       2       |       2        |      0       |
|    effectively     |     1     |       1       |       1        |      0       |
|    orientation     |     1     |       1       |       1        |      1       |
|     connection     |     1     |       1       |       1        |      2       |
|   determination    |     1     |       1       |       1        |      1       |
|      bonding       |     9     |       1       |       1        |      7       |
|       shops        |     2     |       1       |       1        |      2       |
|       stage        |     7     |       1       |       1        |      2       |
|       adapts       |     1     |       1       |       1        |      0       |
|     extensive      |     2     |       2       |       2        |      0       |
|     generating     |     3     |       3       |       3        |      0       |
|     injection      |     1     |       1       |       1        |      1       |
|       owing        |     1     |       1       |       1        |      0       |
|      becomes       |     5     |       5       |       5        |      0       |
|    constructive    |     1     |       1       |       1        |      1       |
|     distortion     |     1     |       1       |       1        |      1       |
|       insure       |     1     |       1       |       1        |      0       |
|       timed        |     1     |       1       |       1        |      0       |
|      enhances      |     2     |       2       |       2        |      0       |
|     unnatural      |     2     |       1       |       1        |      1       |
|    recognition     |     5     |       2       |       2        |      2       |
|       hence        |     1     |       1       |       1        |      0       |
|      increase      |     2     |       2       |       2        |      0       |
|    comparisons     |     3     |       3       |       3        |      0       |
|       around       |     3     |       2       |       2        |      0       |
|    productivity    |     3     |       2       |       2        |      1       |
|    counterparts    |     1     |       1       |       1        |      0       |
|       firms        |     1     |       1       |       1        |      0       |
|     hypotheses     |     1     |       1       |       1        |      0       |
|        pull        |     5     |       1       |       1        |      2       |
|      devices       |     4     |       2       |       2        |      1       |
|       novel        |     8     |       6       |       6        |      0       |
|     extraction     |     2     |       1       |       1        |      1       |
|       pilots       |     1     |       1       |       1        |      0       |
|     systematic     |     1     |       1       |       1        |      0       |
|     graphical      |     1     |       1       |       1        |      1       |
|       teams        |     1     |       1       |       1        |      0       |
|      ontology      |     4     |       1       |       1        |      1       |
|      partners      |     2     |       1       |       1        |      0       |
|      emphasis      |     1     |       1       |       1        |      0       |
|       manual       |     6     |       1       |       1        |      0       |
|    intelligent     |     4     |       1       |       1        |      2       |
|        cell        |     1     |       1       |       1        |      0       |
|      permits       |     2     |       1       |       1        |      0       |
|      delivers      |     1     |       1       |       1        |      0       |
|       client       |     2     |       2       |       2        |      1       |
|    programming     |     3     |       3       |       3        |      3       |
|     webhotline     |     2     |       1       |       1        |      1       |
|     retrieval      |     5     |       2       |       2        |      2       |
|       helps        |     2     |       2       |       2        |      0       |
|       light        |     6     |       1       |       1        |      1       |
|        far         |     1     |       1       |       1        |      0       |
|       merge        |     1     |       1       |       1        |      1       |
|      serving       |     2     |       2       |       2        |      0       |
|       loops        |     1     |       1       |       1        |      0       |
|      minimize      |     1     |       1       |       1        |      0       |
|      capacity      |     1     |       1       |       1        |      0       |
|       saved        |     1     |       1       |       1        |      0       |
|      schemes       |     6     |       4       |       4        |      0       |
|      database      |     16    |       4       |       4        |      3       |
|       metric       |     1     |       1       |       1        |      0       |
|      policies      |     5     |       2       |       2        |      0       |
|      disaster      |     1     |       1       |       1        |      1       |
|        ceo         |     1     |       1       |       1        |      0       |
|     filtration     |     1     |       1       |       1        |      1       |
|     actuators      |     3     |       2       |       2        |      2       |
|       makes        |     3     |       3       |       3        |      0       |
|       today        |     3     |       3       |       3        |      0       |
|      vendors       |     2     |       2       |       2        |      1       |
|     principal      |     1     |       1       |       1        |      0       |
|     enlisting      |     2     |       1       |       1        |      0       |
|       power        |     8     |       3       |       3        |      3       |
|    demonstrates    |     1     |       1       |       1        |      0       |
|     framework      |     5     |       4       |       4        |      2       |
|      similar       |     2     |       2       |       2        |      0       |
|   organizations    |     5     |       1       |       1        |      1       |
|        erp         |     4     |       1       |       1        |      1       |
|       better       |     7     |       6       |       6        |      0       |
|     government     |     5     |       2       |       2        |      2       |
|      rulings       |     3     |       1       |       1        |      0       |
|        just        |     3     |       3       |       3        |      0       |
|     following      |     1     |       1       |       1        |      0       |
|     reorganize     |     1     |       1       |       1        |      0       |
|       double       |     2     |       1       |       1        |      2       |
|       maple        |     1     |       1       |       1        |      1       |
|       hybrid       |     14    |       5       |       5        |      3       |
|     parameter      |     3     |       3       |       3        |      1       |
|     commercial     |     5     |       1       |       1        |      0       |
|      diameter      |     1     |       1       |       1        |      0       |
|        five        |     2     |       2       |       2        |      0       |
|       right        |     4     |       2       |       2        |      0       |
|        mcs         |     1     |       1       |       1        |      1       |
|     consultant     |     1     |       1       |       1        |      1       |
|      suggests      |     1     |       1       |       1        |      0       |
|      strategy      |     2     |       2       |       2        |      2       |
|       bites        |     1     |       1       |       1        |      0       |
|        role        |     1     |       1       |       1        |      0       |
|       years        |     2     |       2       |       2        |      0       |
|    sacrificing     |     1     |       1       |       1        |      0       |
|       secure       |     2     |       1       |       1        |      2       |
|     electronic     |     3     |       2       |       2        |      2       |
|     messaging      |     1     |       1       |       1        |      1       |
|    transaction     |     1     |       1       |       1        |      1       |
|      exchange      |     2     |       2       |       2        |      2       |
|       basics       |     1     |       1       |       1        |      0       |
|        vpns        |     2     |       1       |       1        |      1       |
|     thousands      |     2     |       2       |       2        |      0       |
|       frame        |     1     |       1       |       1        |      1       |
|       lines        |     1     |       1       |       1        |      1       |
|        atm         |     1     |       1       |       1        |      1       |
|       relay        |     1     |       1       |       1        |      1       |
|     dedicated      |     1     |       1       |       1        |      1       |
|      ethernet      |     1     |       1       |       1        |      1       |
|    respondents     |     1     |       1       |       1        |      0       |
|    reliability     |     4     |       2       |       2        |      2       |
|       users        |     3     |       3       |       3        |      1       |
|     eliminate      |     3     |       2       |       2        |      0       |
|       opens        |     1     |       1       |       1        |      0       |
|      bubbles       |     2     |       1       |       1        |      1       |
|     commander      |     1     |       1       |       1        |      0       |
|     publishing     |     4     |       2       |       2        |      3       |
|       labels       |     1     |       1       |       1        |      1       |
|     healthcare     |     1     |       1       |       1        |      1       |
|     companies      |     3     |       2       |       2        |      1       |
|        come        |     1     |       1       |       1        |      0       |
|        cdns        |     2     |       1       |       1        |      0       |
|       afloat       |     1     |       1       |       1        |      0       |
|      nowadays      |     2     |       1       |       1        |      0       |
|      automate      |     1     |       1       |       1        |      0       |
|       checks       |     1     |       1       |       1        |      0       |
|        miss        |     1     |       1       |       1        |      0       |
|        ear         |     1     |       1       |       1        |      0       |
|     providers      |     2     |       2       |       2        |      0       |
|        buy         |     1     |       1       |       1        |      0       |
|       covers       |     1     |       1       |       1        |      0       |
|     aggressive     |     1     |       1       |       1        |      0       |
|    predictions     |     1     |       1       |       1        |      0       |
|     expanding      |     1     |       1       |       1        |      0       |
|      serious       |     3     |       2       |       2        |      0       |
|     maintains      |     1     |       1       |       1        |      0       |
|        list        |     1     |       1       |       1        |      0       |
|       local        |     8     |       4       |       4        |      2       |
|   announcements    |     1     |       1       |       1        |      1       |
|        want        |     1     |       1       |       1        |      1       |
|       events       |     1     |       1       |       1        |      1       |
|        ads         |     3     |       1       |       1        |      1       |
|    interactions    |     1     |       1       |       1        |      0       |
|     completes      |     1     |       1       |       1        |      0       |
|        fill        |     2     |       2       |       2        |      0       |
|       comes        |     2     |       2       |       2        |      0       |
|      managing      |     1     |       1       |       1        |      0       |
|       notes        |     1     |       1       |       1        |      0       |
|     microvalve     |     2     |       1       |       1        |      1       |
|     substrate      |     1     |       1       |       1        |      0       |
|        gas         |     1     |       1       |       1        |      1       |
|      ranging       |     2     |       1       |       1        |      0       |
|     substrates     |     1     |       1       |       1        |      0       |
|        flow        |     4     |       1       |       1        |      2       |
|        torr        |     1     |       1       |       1        |      1       |
|      watching      |     1     |       1       |       1        |      0       |
|      bolster       |     1     |       1       |       1        |      0       |
|      offered       |     1     |       1       |       1        |      0       |
|      launched      |     1     |       1       |       1        |      0       |
|   categorization   |     1     |       1       |       1        |      0       |
|      content       |     5     |       3       |       3        |      2       |
|     undertook      |     1     |       1       |       1        |      0       |
|      offering      |     1     |       1       |       1        |      0       |
|      deployed      |     1     |       1       |       1        |      0       |
|      startup       |     1     |       1       |       1        |      0       |
|       stars        |     1     |       1       |       1        |      0       |
|       avaki        |     1     |       1       |       1        |      1       |
|    worldstreet     |     1     |       1       |       1        |      1       |
|        yaga        |     1     |       1       |       1        |      1       |
|      nextpage      |     1     |       1       |       1        |      1       |
|        you         |     3     |       1       |       1        |      0       |
|      correct       |     1     |       1       |       1        |      0       |
|  financialcontent  |     3     |       1       |       1        |      0       |
|     shortcuts      |     1     |       1       |       1        |      0       |
|     technology     |     7     |       3       |       3        |      2       |
|      matching      |     1     |       1       |       1        |      0       |
|     strengthen     |     1     |       1       |       1        |      0       |
|     searching      |     1     |       1       |       1        |      0       |
|       finds        |     2     |       2       |       2        |      0       |
|      capable       |     4     |       3       |       3        |      0       |
|    accelerating    |     2     |       2       |       2        |      0       |
|    accelerates     |     1     |       1       |       1        |      0       |
|     indicating     |     1     |       1       |       1        |      0       |
|     educators      |     1     |       1       |       1        |      0       |
|     stabilized     |     1     |       1       |       1        |      1       |
|        mode        |     6     |       3       |       3        |      4       |
|      achieved      |     1     |       1       |       1        |      0       |
|     analytical     |     1     |       1       |       1        |      0       |
|      testing       |     2     |       2       |       2        |      0       |
|     comprising     |     2     |       1       |       1        |      0       |
|       fixed        |     4     |       2       |       2        |      0       |
|       region       |     1     |       1       |       1        |      1       |
|      circular      |     1     |       1       |       1        |      0       |
|      disperse      |     1     |       1       |       1        |      0       |
|     estimating     |     1     |       1       |       1        |      0       |
|      magneto       |     2     |       1       |       1        |      1       |
|        inch        |     2     |       1       |       1        |      1       |
|       enough       |     1     |       1       |       1        |      0       |
|      industry      |     1     |       1       |       1        |      1       |
|      besides       |     1     |       1       |       1        |      0       |
|       safety       |     1     |       1       |       1        |      0       |
|   intrinsically    |     1     |       1       |       1        |      0       |
|        safe        |     2     |       1       |       1        |      0       |
|       hazard       |     1     |       1       |       1        |      0       |
|     assignment     |     5     |       1       |       1        |      2       |
|       always       |     1     |       1       |       1        |      0       |
|       unsafe       |     1     |       1       |       1        |      0       |
|       occurs       |     2     |       2       |       2        |      0       |
|       states       |     1     |       1       |       1        |      0       |
|        call        |     1     |       1       |       1        |      0       |
|       still        |     1     |       1       |       1        |      0       |
|         he         |     4     |       2       |       2        |      0       |
|     adaptable      |     1     |       1       |       1        |      1       |
|      applies       |     2     |       2       |       2        |      0       |
|         my         |     1     |       1       |       1        |      0       |
|       graphs       |     1     |       1       |       1        |      0       |
|     practical      |     4     |       2       |       2        |      0       |
|      mutexes       |     1     |       1       |       1        |      1       |
|    transactions    |     1     |       1       |       1        |      1       |
|    connections     |     1     |       1       |       1        |      1       |
|        file        |     1     |       1       |       1        |      1       |
|   unfortunately    |     2     |       1       |       1        |      0       |
|     duplicate      |     1     |       1       |       1        |      0       |
|      release       |     2     |       1       |       1        |      0       |
|       tunnel       |     1     |       1       |       1        |      0       |
|        leak        |     1     |       1       |       1        |      0       |
|       swing        |     4     |       1       |       1        |      1       |
|        part        |     5     |       2       |       2        |      2       |
|     constrain      |     1     |       1       |       1        |      0       |
|    departments     |     1     |       1       |       1        |      0       |
|    universities    |     3     |       2       |       2        |      2       |
|     education      |     4     |       2       |       2        |      3       |
|      aspiring      |     1     |       1       |       1        |      0       |
|        fits        |     1     |       1       |       1        |      0       |
|        read        |     1     |       1       |       1        |      0       |
|     expensive      |     2     |       2       |       2        |      0       |
|        rom         |     4     |       1       |       1        |      1       |
|       image        |     1     |       1       |       1        |      0       |
|        ecos        |     1     |       1       |       1        |      1       |
|        pda         |     1     |       1       |       1        |      0       |
|        move        |     1     |       1       |       1        |      0       |
|      portals       |     1     |       1       |       1        |      1       |
|      gateways      |     1     |       1       |       1        |      1       |
|       browse       |     1     |       1       |       1        |      0       |
|      arranged      |     1     |       1       |       1        |      0       |
|      examines      |     1     |       1       |       1        |      0       |
|    dramatically    |     1     |       1       |       1        |      0       |
|      projects      |     1     |       1       |       1        |      0       |
|       phones       |     1     |       1       |       1        |      0       |
|        fact        |     2     |       1       |       1        |      0       |
|       lawrie       |     1     |       1       |       1        |      0       |
|    approximate     |     2     |       2       |       2        |      1       |
|       manage       |     1     |       1       |       1        |      0       |
|     minimizing     |     1     |       1       |       1        |      0       |
|     calculated     |     1     |       1       |       1        |      0       |
|      defining      |     1     |       1       |       1        |      0       |
|     guidelines     |     2     |       2       |       2        |      0       |
|    improvement     |     1     |       1       |       1        |      0       |
|         ga         |     4     |       1       |       1        |      1       |
|    theoretical     |     3     |       3       |       3        |      0       |
|     innovative     |     2     |       2       |       2        |      0       |
|        hit         |     2     |       2       |       2        |      0       |
|       maker        |     2     |       2       |       2        |      0       |
|         v          |     4     |       1       |       1        |      0       |
|      patients      |     3     |       1       |       1        |      0       |
|     motivation     |     2     |       1       |       1        |      0       |
|     behavioral     |     1     |       1       |       1        |      0       |
|        fear        |     3     |       1       |       1        |      1       |
|      session       |     1     |       1       |       1        |      0       |
|       report       |     1     |       1       |       1        |      0       |
|     subjective     |     1     |       1       |       1        |      1       |
|   questionnaires   |     1     |       1       |       1        |      1       |
|      virtual       |     11    |       2       |       2        |      4       |
|       flying       |     2     |       1       |       1        |      1       |
|       phobia       |     2     |       1       |       1        |      1       |
|    limitations     |     1     |       1       |       1        |      0       |
|      occupied      |     1     |       1       |       1        |      0       |
|    experiencing    |     1     |       1       |       1        |      0       |
|        site        |     1     |       1       |       1        |      1       |
|    numerically     |     1     |       1       |       1        |      0       |
|      rejected      |     1     |       1       |       1        |      0       |
|      warming       |     1     |       1       |       1        |      0       |
|     engineers      |     1     |       1       |       1        |      0       |
|      maximise      |     1     |       1       |       1        |      0       |
|       julian       |     1     |       1       |       1        |      0       |
|       david        |     1     |       1       |       1        |      0       |
|      silicon       |     2     |       2       |       2        |      0       |
|        off         |     3     |       3       |       3        |      0       |
|       looks        |     4     |       4       |       4        |      0       |
|     embedding      |     2     |       2       |       2        |      0       |
|     panicking      |     1     |       1       |       1        |      0       |
|    conditioning    |     2     |       1       |       1        |      1       |
|       object       |     6     |       1       |       1        |      0       |
|    polymorphic     |     1     |       1       |       1        |      1       |
|     important      |     2     |       2       |       2        |      0       |
|       query        |     10    |       1       |       1        |      5       |
|      metadata      |     1     |       1       |       1        |      1       |
|      internal      |     1     |       1       |       1        |      1       |
|      ability       |     4     |       1       |       1        |      0       |
|     compactly      |     1     |       1       |       1        |      0       |
|    lightweight     |     9     |       3       |       3        |      1       |
|       gives        |     3     |       2       |       2        |      0       |
|       gating       |     9     |       1       |       1        |      2       |
|      calcium       |     1     |       1       |       1        |      0       |
|    capacitative    |     1     |       1       |       1        |      0       |
|     reproduces     |     1     |       1       |       1        |      0       |
|        adds        |     2     |       1       |       1        |      0       |
|       behind       |     2     |       2       |       2        |      0       |
|      prudent       |     1     |       1       |       1        |      0       |
|       solves       |     2     |       2       |       2        |      0       |
|      emerges       |     1     |       1       |       1        |      0       |
|      reliable      |     1     |       1       |       1        |      0       |
|   applicability    |     1     |       1       |       1        |      0       |
|       unseen       |     1     |       1       |       1        |      0       |
|      attempt       |     1     |       1       |       1        |      0       |
|      subseven      |     4     |       1       |       1        |      1       |
|       horse        |     1     |       1       |       1        |      1       |
|    cryptography    |     2     |       1       |       1        |      0       |
|     intrusion      |     2     |       1       |       1        |      1       |
|      profiled      |     3     |       1       |       1        |      1       |
|     promising      |     1     |       1       |       1        |      0       |
|        cam         |     3     |       1       |       1        |      1       |
|      cutting       |     4     |       1       |       1        |      2       |
|      optimize      |     2     |       2       |       2        |      0       |
|       aided        |     2     |       1       |       1        |      0       |
|      growing       |     1     |       1       |       1        |      0       |
|     procedure      |     4     |       3       |       3        |      1       |
|   characterizing   |     2     |       2       |       2        |      0       |
|     susceptor      |     1     |       1       |       1        |      1       |
|   concentration    |     1     |       1       |       1        |      1       |
|       rates        |     1     |       1       |       1        |      0       |
|      affects       |     1     |       1       |       1        |      0       |
|      modifies      |     2     |       1       |       1        |      0       |
|        per         |     4     |       3       |       3        |      0       |
|     verbmobil      |     2     |       2       |       2        |      0       |
|      sietill       |     2     |       2       |       2        |      2       |
|       corpus       |     2     |       2       |       2        |      2       |
|     coordinate     |     2     |       1       |       1        |      1       |
|      machines      |     4     |       3       |       3        |      2       |
|       modem        |     1     |       1       |       1        |      0       |
|      rapidly       |     1     |       1       |       1        |      0       |
|        cmm         |     3     |       1       |       1        |      0       |
|     sequential     |     1     |       1       |       1        |      0       |
|       billet       |     3     |       1       |       1        |      1       |
|       plane        |     3     |       2       |       2        |      1       |
|      diagnose      |     1     |       1       |       1        |      0       |
|       status       |     2     |       1       |       1        |      1       |
|       forty        |     1     |       1       |       1        |      0       |
|      revealed      |     2     |       1       |       1        |      0       |
|    identifying     |     4     |       3       |       3        |      0       |
|        ecg         |     4     |       1       |       1        |      2       |
|     assessment     |     1     |       1       |       1        |      0       |
|      feasible      |     2     |       2       |       2        |      0       |
|   substantially    |     2     |       1       |       1        |      0       |
|         ac         |     1     |       1       |       1        |      1       |
|       drives       |     2     |       1       |       1        |      2       |
|       allow        |     5     |       4       |       4        |      0       |
|      utilised      |     1     |       1       |       1        |      0       |
|       obtain       |     2     |       2       |       2        |      0       |
|       models       |     13    |       8       |       8        |      2       |
|     corruption     |     8     |       2       |       2        |      4       |
|      accounts      |     3     |       3       |       3        |      0       |
|      usually       |     2     |       2       |       2        |      0       |
|      unknown       |     10    |       4       |       4        |      1       |
|     principle      |     2     |       2       |       2        |      0       |
|    accommodate     |     2     |       2       |       2        |      0       |
|     stationary     |     4     |       2       |       2        |      2       |
|      studies       |     8     |       4       |       4        |      0       |
|         dc         |     5     |       2       |       2        |      2       |
|   precalculated    |     1     |       1       |       1        |      1       |
|       noise        |     12    |       2       |       2        |      4       |
|       fuzzy        |     17    |       2       |       2        |      6       |
|        box         |     1     |       1       |       1        |      0       |
|     importance     |     1     |       1       |       1        |      0       |
|     switching      |     5     |       2       |       2        |      3       |
|        gsm         |     2     |       1       |       1        |      0       |
|       linear       |     7     |       4       |       4        |      3       |
|    specialists     |     1     |       1       |       1        |      0       |
|       phase        |     1     |       1       |       1        |      0       |
|      performs      |     3     |       2       |       2        |      0       |
|     variables      |     1     |       1       |       1        |      0       |
|      forecast      |     1     |       1       |       1        |      0       |
|     recordings     |     2     |       2       |       2        |      0       |
|     illustrate     |     2     |       2       |       2        |      0       |
|       fewer        |     2     |       2       |       2        |      0       |
|       output       |     2     |       1       |       1        |      1       |
|      genuine       |     4     |       1       |       1        |      0       |
|   approximators    |     1     |       1       |       1        |      0       |
|      analyzed      |     3     |       3       |       3        |      0       |
|  multisinusoidal   |     1     |       1       |       1        |      1       |
|         i          |     7     |       2       |       2        |      0       |
|     listening      |     1     |       1       |       1        |      0       |
|       martin       |     1     |       1       |       1        |      0       |
|       averts       |     1     |       1       |       1        |      0       |
|       pulled       |     1     |       1       |       1        |      0       |
|     continues      |     1     |       1       |       1        |      0       |
|        find        |     1     |       1       |       1        |      0       |
|     appealing      |     1     |       1       |       1        |      0       |
|        last        |     2     |       2       |       2        |      0       |
|      efforts       |     3     |       3       |       3        |      0       |
|        unit        |     4     |       2       |       2        |      0       |
|       delay        |     8     |       2       |       2        |      2       |
|     versatile      |     2     |       2       |       2        |      0       |
|       speech       |     20    |       4       |       4        |      14      |
|    outperforms     |     2     |       2       |       2        |      0       |
|      combined      |     2     |       2       |       2        |      0       |
|      evaluate      |     5     |       3       |       3        |      0       |
|       train        |     3     |       1       |       1        |      4       |
|      tissues       |     1     |       1       |       1        |      1       |
|      portland      |     2     |       1       |       1        |      1       |
|     initiative     |     1     |       1       |       1        |      0       |
|        srp         |     3     |       1       |       1        |      0       |
|      arizona       |     1     |       1       |       1        |      1       |
|       tempe        |     1     |       1       |       1        |      1       |
|    prioritizes     |     1     |       1       |       1        |      0       |
|       would        |     1     |       1       |       1        |      0       |
|     preventive     |     2     |       1       |       1        |      1       |
|      selects       |     1     |       1       |       1        |      0       |
|         ag         |     1     |       1       |       1        |      0       |
|      germany       |     2     |       1       |       1        |      1       |
|      hamburg       |     1     |       1       |       1        |      1       |
|        hew         |     8     |       1       |       1        |      0       |
|    successfully    |     1     |       1       |       1        |      0       |
|     resources      |     3     |       2       |       2        |      1       |
|       phases       |     1     |       1       |       1        |      0       |
|      followed      |     1     |       1       |       1        |      0       |
|        took        |     1     |       1       |       1        |      0       |
|      staking       |     2     |       1       |       1        |      1       |
|        line        |     1     |       1       |       1        |      1       |
|       outage       |     2     |       1       |       1        |      1       |
|        gis         |     3     |       1       |       1        |      1       |
|       track        |     2     |       2       |       2        |      0       |
|       spread       |     1     |       1       |       1        |      0       |
|    commissioned    |     1     |       1       |       1        |      0       |
|        basf        |     2     |       1       |       1        |      1       |
|      siemens       |     1     |       1       |       1        |      1       |
|        best        |     2     |       2       |       2        |      0       |
|       delta        |     6     |       2       |       2        |      8       |
| parameterizations  |     2     |       2       |       2        |      0       |
|     classical      |     3     |       3       |       3        |      0       |
|     augmented      |     2     |       2       |       2        |      0       |
|         fl         |     2     |       1       |       1        |      0       |
|      adopted       |     3     |       2       |       2        |      0       |
|     connected      |     1     |       1       |       1        |      0       |
|      discrete      |     4     |       2       |       2        |      4       |
|     companion      |     1     |       1       |       1        |      0       |
